sl_no,project_name,agency,project_code,state,ministry,sector,approval_mm_yyyy,doc_original,doc_revised,cost_original_cr,cost_revised_cr,expenditure_cr,physical_progress_pct,report_period,cost_overrun_pct,time_overrun_months,planned_duration_months
174,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]",National Thermal Power Corporation [NTPC],619341,Telangana,Ministry of Power,Coal,03/2026,01/2032,-,29344.85,29344.8,729.63,0.78,2026-06,-0.0002,,70
175,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",National Thermal Power Corporation [NTPC],612142,Uttar Pradesh,Ministry of Power,Coal,03/2024,02/2030,04/2030,17195.0,17195.0,3646.01,23.8,2026-06,0.0,2.0,71
176,Tapovan-Vishnugad HEP [4x130 MW],National Thermal Power Corporation [NTPC],602185,Uttarakhand,Ministry of Power,Coal,11/2006,03/2013,04/2029,2978.0,10907.3,7766.24,75.81,2026-06,266.2626,193.0,76
177,Vishnugad Pipalkoti Hydro Electric Project [444 MW],THDC India Limited,602195,Uttarakhand,Ministry of Power,Coal,08/2008,12/2022,06/2028,3860.35,6405.08,5700.11,81.0,2026-06,65.9197,66.0,172
178,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",Damodar Valley Corporation,400062,West Bengal,Ministry of Power,Coal,01/2023,06/2029,-,17673.0,17673.0,2120.39,11.5,2026-06,0.0,,77
179,Rammam-III HEPP [3x40 MW],National Thermal Power Corporation [NTPC],602184,West Bengal,Ministry of Power,Coal,09/2014,09/2019,03/2029,1381.84,2865.56,1617.53,57.1,2026-06,107.3728,114.0,60
180,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,Damodar Valley Corporation,602538,West Bengal,Ministry of Power,Coal,06/2019,01/2024,05/2026,1037.0,1106.0,1138.42,97.0,2026-06,6.6538,28.0,55
181,Transmission system strengthening at Kurnool- III PS for integration of additional RE generation projects [POWERGRID Kurnool III PS RE Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617183,Andhra Pradesh,Ministry of Power,Coal,03/2025,12/2027,-,2886.0,2886.0,739.68,41.68,2026-06,0.0,,33
182,North Eastern Region Expansion Scheme-XXIII [NERES-XXIII],Power Grid Corporation of India Limited [POWERGRID],617375,Arunachal Pradesh,Ministry of Power,Coal,08/2025,02/2028,-,209.38,209.38,3.14,1.56,2026-06,0.0,,30
183,Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under phase-III Part-D Phase-II,Power Grid Corporation of India Limited [POWERGRID],615336,Delhi,Ministry of Power,Coal,11/2023,02/2026,12/2026,284.0,284.0,78.5,33.63,2026-06,0.0,10.0,27
184,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],612139,Gujarat,Ministry of Power,Coal,12/2023,12/2025,12/2026,4231.0,4231.0,3175.78,70.87,2026-06,0.0,12.0,24
185,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,Power Grid Corporation of India Limited [POWERGRID],612855,Gujarat,Ministry of Power,Coal,05/2024,05/2026,06/2026,697.0,697.0,573.07,82.0,2026-06,0.0,1.0,24
186,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615342,Gujarat,Ministry of Power,Coal,10/2024,07/2026,04/2027,329.0,329.0,51.98,18.0,2026-06,0.0,9.0,21
187,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],Power Grid Corporation of India Limited [POWERGRID],615343,Gujarat,Ministry of Power,Coal,11/2024,11/2026,-,501.0,501.0,25.05,8.67,2026-06,0.0,,24
188,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615345,Gujarat,Ministry of Power,Coal,10/2024,10/2026,10/2027,4766.0,4766.0,2111.34,36.57,2026-06,0.0,12.0,24
189,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617069,Gujarat,Ministry of Power,Coal,02/2025,02/2027,-,466.0,466.0,143.48,37.0,2026-06,0.0,,24
190,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha Transco Limited],Power Grid Corporation of India Limited [POWERGRID],617182,Gujarat,Ministry of Power,Coal,03/2025,03/2027,-,172.0,172.0,58.48,39.0,2026-06,0.0,,24
191,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],Power Grid Corporation of India Limited [POWERGRID],617391,Gujarat,Ministry of Power,Coal,02/2025,11/2026,06/2027,488.29,488.29,9.76,4.5,2026-06,0.0,7.0,21
192,Jamnagar Transmission Limited (Adani Transmission Limited) (617405) (-) (-) Gujarat NA (10/2024) 10/2026 (-) 4000 (4000) 553 19 193 Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,Power Grid Corporation of India Limited [POWERGRID],617801,Gujarat,Ministry of Power,Coal,03/2025,12/2026,06/2027,581.74,581.74,17.45,6.0,2026-06,0.0,6.0,21
194,KPSIII HVDC Transmission Limited (Adani Transmission Limited) (619026) (-) (-) Gujarat NA (12/2025) 12/2029 (-) 19000 (19000) 20 1 195 Transmission System for Reliable Power Supply to Dholera,Power Grid Corporation of India Limited [POWERGRID],619029,Gujarat,Ministry of Power,Coal,09/2024,03/2026,12/2026,319.42,319.42,63.88,31.0,2026-06,0.0,9.0,18
196,Khavda IVA Power Transmission Limited,Adani Transmission Limited,619049,Gujarat,Ministry of Power,Coal,08/2024,08/2026,-,4500.0,4500.0,2332.7,60.0,2026-06,0.0,,24
197,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B (Power Grid Corporation of India Limited [POWERGRID]) (617179) (-) (-) Jammu and Kashmir 07/2024 (07/2024) 07/2026 (06/2027) 218.6 (218.6) 3.72 1.7 198 Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultan,Power Grid Corporation of India Limited [POWERGRID],617326,Jharkhand,Ministry of Power,Coal,02/2012,03/2026,08/2026,1842.25,1842.25,1648.05,96.3,2026-06,0.0,5.0,169
199,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],612140,Karnataka,Ministry of Power,Coal,12/2023,12/2025,09/2026,4445.0,4445.0,3958.72,92.35,2026-06,0.0,9.0,24
200,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],616672,Karnataka,Ministry of Power,Coal,01/2025,06/2027,-,1354.0,1354.0,284.34,34.6,2026-06,0.0,,29
201,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]",Power Grid Corporation of India Limited [POWERGRID],617068,Karnataka,Ministry of Power,Coal,02/2025,06/2027,-,288.0,288.0,20.16,18.0,2026-06,0.0,,28
202,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617184,Karnataka,Ministry of Power,Coal,03/2025,09/2027,-,3453.0,3453.0,483.42,21.31,2026-06,0.0,,30
203,Transmission System Strengthening at Davanagere for Integration of RE Generation [SPV Name - POWERGRID Davanagere Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617803,Karnataka,Ministry of Power,Coal,09/2025,09/2027,-,379.0,379.0,17.06,2.5,2026-06,0.0,,24
204,Transmission System Strengthening for integration of additional RE Potential at Davanagere [0.25 GW] and Bellary [2.75 GW],Power Grid Corporation of India Limited [POWERGRID],619228,Karnataka,Ministry of Power,Coal,02/2026,02/2028,-,1111.0,1111.0,13.44,1.0,2026-06,0.0,,24
205,Augmentation of 1x500 MVA 400/220kV ICT [3rd] at Thrissur VSC HVDC Station in Kerala,Power Grid Corporation of India Limited [POWERGRID],619028,Kerala,Ministry of Power,Coal,08/2025,08/2027,-,173.14,173.14,2.08,1.5,2026-06,0.0,,24
206,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],615344,Madhya Pradesh,Ministry of Power,Coal,10/2024,10/2026,06/2027,3674.0,3674.0,1637.5,45.5,2026-06,0.0,8.0,24
207,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615346,Madhya Pradesh,Ministry of Power,Coal,08/2024,08/2026,02/2027,2708.0,2708.0,1570.64,70.96,2026-06,0.0,6.0,24
208,Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at Hindalco Switchyard,Power Grid Corporation of India Limited [POWERGRID],617272,Madhya Pradesh,Ministry of Power,Coal,06/2024,12/2026,-,370.0,370.0,129.5,52.14,2026-06,0.0,,30
209,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617279,Madhya Pradesh,Ministry of Power,Coal,06/2025,12/2027,-,558.0,558.0,180.9,15.11,2026-06,0.0,,30
210,Augmentation of Transformation Capacity and Implementation of Line Bays at Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],617802,Madhya Pradesh,Ministry of Power,Coal,10/2025,03/2028,-,319.0,319.0,16.3,2.5,2026-06,0.0,,29
211,Mahan Transmission Limited,Adani Transmission Limited,619024,Madhya Pradesh,Ministry of Power,Coal,03/2025,04/2027,-,3125.32,3125.32,317.79,18.0,2026-06,0.0,,25
212,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Power Grid Corporation of India Limited [POWERGRID],611966,Maharashtra,Ministry of Power,Coal,11/2023,07/2025,05/2026,224.41,224.41,224.41,100.0,2026-06,0.0,10.0,20
213,WRNES Talegaon Power Transmission Limited (Adani Transmission Limited) (619027) (-) (-) Maharashtra NA (05/2025) 01/2028 (-) 2000 (2000) 18 5 214 Network Expansion Scheme in Maharashtra for removal of Transmission constraints in Pune Region-I [765/400kV AIS Pune East],Power Grid Corporation of India Limited [POWERGRID],619227,Maharashtra,Ministry of Power,Coal,03/2026,03/2028,-,1420.0,1420.0,7.95,0.5,2026-06,0.0,,24
229,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd] (Power Grid Corporation of India Limited [POWERGRID]) (612138) (-) (-) Multi-States (Karnataka, Telangana) 02/2024 (02/2024) 02/2026 (08/2026) 1368 (1368) 1231.2 93.76 230 Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name PO",Power Grid Corporation of India Limited [POWERGRID],611949,Rajasthan,Ministry of Power,Coal,10/2023,04/2025,05/2026,1160.0,1160.0,1148.4,99.67,2026-06,0.0,13.0,18
237,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],Power Grid Corporation of India Limited [POWERGRID],612134,Rajasthan,Ministry of Power,Coal,12/2023,12/2025,12/2026,4741.0,4741.0,3887.62,77.65,2026-06,0.0,12.0,24
238,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615332,Rajasthan,Ministry of Power,Coal,08/2024,08/2026,03/2027,3279.0,3279.0,1790.99,52.83,2026-06,0.0,7.0,24
239,Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],615335,Rajasthan,Ministry of Power,Coal,08/2024,08/2026,03/2027,1382.0,1382.0,590.11,48.83,2026-06,0.0,7.0,24
240,Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],615337,Rajasthan,Ministry of Power,Coal,08/2024,02/2026,09/2026,369.0,369.0,228.78,82.1,2026-06,0.0,7.0,18
241,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID],615338,Rajasthan,Ministry of Power,Coal,11/2024,11/2026,06/2027,2735.0,2735.0,1100.29,43.0,2026-06,0.0,7.0,24
242,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS [POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]",Power Grid Corporation of India Limited [POWERGRID],617181,Rajasthan,Ministry of Power,Coal,03/2025,12/2026,06/2027,404.0,404.0,29.61,16.4,2026-06,0.0,6.0,21
243,Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4 [2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited],Power Grid Corporation of India Limited [POWERGRID],616671,Tamil Nadu,Ministry of Power,Coal,01/2025,12/2026,03/2027,548.0,548.0,208.24,20.49,2026-06,0.0,3.0,23
244,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,Power Grid Corporation of India Limited [POWERGRID],617269,Uttar Pradesh,Ministry of Power,Coal,12/2024,06/2026,12/2026,212.81,212.81,9.98,11.17,2026-06,0.0,6.0,18
245,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and maintenance of Civil, E&M services for 7 years after completion of original constructio",Central Public Works Department - CPWD,617412,Telangana,Ministry of Housing & Urban Affairs,Construction,03/2024,09/2027,-,644.0,644.0,175.79,23.0,2026-06,0.0,,42
644,"175.79 Real Estate 246 Integrated Command control Center [ICCC] - Construction and Development of Integrated Command Control Center with Security, Surveillance, ITMS, Connecting Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System (ministry of housing and urban affairs) (707229) (-) (-) Andaman & Nicobar 07/2021 (11/2021) 05/2023 (10/2025) 209.88 (230) 37.35 97 247 Redev",National Buildings Construction Corporation [NBCC],400188,Delhi,Ministry of Housing & Urban Affairs,Construction,07/2016,12/2025,12/2025,32850.0,32841.0,14370.45,46.7,2026-06,-0.0274,0.0,113
